series_id,series_label,best_year,summed_value,quarters_available,status
PRS85006111,Nonfarm Business | All workers | Unit labor costs | % Change same quarter 1 year ago | Seasonal Adjusted,1974,45.200000,4,ok
PRS85006112,Nonfarm Business | All workers | Unit labor costs | % Change from previous quarter | Seasonal Adjusted,1974,47.200000,4,ok
PRS85006113,Nonfarm Business | All workers | Unit labor costs | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,491.226000,4,ok
PRS85006131,Nonfarm Business | All workers | Unit nonlabor payments | % Change same quarter 1 year ago | Seasonal Adjusted,1975,64.600000,4,ok
PRS85006132,Nonfarm Business | All workers | Unit nonlabor payments | % Change from previous quarter | Seasonal Adjusted,1974,57.400000,4,ok
PRS85006133,Nonfarm Business | All workers | Unit nonlabor payments | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,531.299000,4,ok
PRS85006141,Nonfarm Business | All workers | Value-added output price deflator | % Change same quarter 1 year ago | Seasonal Adjusted,1975,42.800000,4,ok
PRS85006142,Nonfarm Business | All workers | Value-added output price deflator | % Change from previous quarter | Seasonal Adjusted,1974,50.500000,4,ok
PRS85006143,Nonfarm Business | All workers | Value-added output price deflator | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,508.656000,4,ok
PRS85006151,Nonfarm Business | All workers | Real hourly compensation | % Change same quarter 1 year ago | Seasonal Adjusted,2020,26.900000,4,ok
PRS85006152,Nonfarm Business | All workers | Real hourly compensation | % Change from previous quarter | Seasonal Adjusted,2020,35.800000,4,ok
PRS85006153,Nonfarm Business | All workers | Real hourly compensation | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2021,439.817000,4,ok
PRS85006161,Nonfarm Business | All workers | Output per worker | % Change same quarter 1 year ago | Seasonal Adjusted,1950,29.700000,4,ok
PRS85006162,Nonfarm Business | All workers | Output per worker | % Change from previous quarter | Seasonal Adjusted,1950,35.100000,4,ok
PRS85006163,Nonfarm Business | All workers | Output per worker | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,461.983000,4,ok
PRS85006171,Nonfarm Business | All workers | Labor share | % Change same quarter 1 year ago | Seasonal Adjusted,1956,12.300000,4,ok
PRS85006172,Nonfarm Business | All workers | Labor share | % Change from previous quarter | Seasonal Adjusted,2020,15.400000,4,ok
PRS85006173,Nonfarm Business | All workers | Labor share | Index (2017=100) | Seasonal Adjusted | Index base: 2017,1960,462.113000,4,ok
PRS88003011,Nonfinancial Corporations | Employees | Employment | % Change same quarter 1 year ago | Seasonal Adjusted,1951,25.500000,4,ok
PRS88003012,Nonfinancial Corporations | Employees | Employment | % Change from previous quarter | Seasonal Adjusted,1950,40.400000,4,ok
PRS88003013,Nonfinancial Corporations | Employees | Employment | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,431.895000,4,ok
PRS88003021,Nonfinancial Corporations | Employees | Average weekly hours | % Change same quarter 1 year ago | Seasonal Adjusted,1964,7.400000,4,ok
PRS88003022,Nonfinancial Corporations | Employees | Average weekly hours | % Change from previous quarter | Seasonal Adjusted,1964,8.200000,4,ok
PRS88003023,Nonfinancial Corporations | Employees | Average weekly hours | Index (2017=100) | Seasonal Adjusted | Index base: 2017,1965,462.158000,4,ok
PRS88003031,Nonfinancial Corporations | Employees | Hours worked | % Change same quarter 1 year ago | Seasonal Adjusted,1951,26.700000,4,ok
PRS88003032,Nonfinancial Corporations | Employees | Hours worked | % Change from previous quarter | Seasonal Adjusted,1950,49.300000,4,ok
PRS88003033,Nonfinancial Corporations | Employees | Hours worked | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,422.935000,4,ok
PRS88003041,Nonfinancial Corporations | Employees | Real value-added output | % Change same quarter 1 year ago | Seasonal Adjusted,1950,52.000000,4,ok
PRS88003042,Nonfinancial Corporations | Employees | Real value-added output | % Change from previous quarter | Seasonal Adjusted,1950,86.400000,4,ok
PRS88003043,Nonfinancial Corporations | Employees | Real value-added output | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,500.590000,4,ok
PRS88003051,Nonfinancial Corporations | Employees | Value-added output | % Change same quarter 1 year ago | Seasonal Adjusted,2021,61.100000,4,ok
PRS88003052,Nonfinancial Corporations | Employees | Value-added output | % Change from previous quarter | Seasonal Adjusted,1950,111.400000,4,ok
PRS88003053,Nonfinancial Corporations | Employees | Value-added output | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,638.678000,4,ok
PRS88003061,Nonfinancial Corporations | Employees | Labor compensation | % Change same quarter 1 year ago | Seasonal Adjusted,1951,66.800000,4,ok
PRS88003062,Nonfinancial Corporations | Employees | Labor compensation | % Change from previous quarter | Seasonal Adjusted,1950,92.600000,4,ok
PRS88003063,Nonfinancial Corporations | Employees | Labor compensation | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,617.217000,4,ok
PRS88003081,Nonfinancial Corporations | Employees | Nonlabor payments | % Change same quarter 1 year ago | Seasonal Adjusted,2021,92.400000,4,ok
PRS88003082,Nonfinancial Corporations | Employees | Nonlabor payments | % Change from previous quarter | Seasonal Adjusted,1950,143.300000,4,ok
PRS88003083,Nonfinancial Corporations | Employees | Nonlabor payments | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,669.075000,4,ok
PRS88003091,Nonfinancial Corporations | Employees | Labor productivity (output per hour) | % Change same quarter 1 year ago | Seasonal Adjusted,1950,29.600000,4,ok
PRS88003092,Nonfinancial Corporations | Employees | Labor productivity (output per hour) | % Change from previous quarter | Seasonal Adjusted,1954,34.600000,4,ok
PRS88003093,Nonfinancial Corporations | Employees | Labor productivity (output per hour) | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,473.439000,4,ok
PRS88003101,Nonfinancial Corporations | Employees | Hourly compensation | % Change same quarter 1 year ago | Seasonal Adjusted,1975,41.400000,4,ok
PRS88003102,Nonfinancial Corporations | Employees | Hourly compensation | % Change from previous quarter | Seasonal Adjusted,1974,44.300000,4,ok
PRS88003103,Nonfinancial Corporations | Employees | Hourly compensation | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,583.741000,4,ok
PRS88003111,Nonfinancial Corporations | Employees | Unit labor costs | % Change same quarter 1 year ago | Seasonal Adjusted,1974,45.600000,4,ok
PRS88003112,Nonfinancial Corporations | Employees | Unit labor costs | % Change from previous quarter | Seasonal Adjusted,1974,52.900000,4,ok
PRS88003113,Nonfinancial Corporations | Employees | Unit labor costs | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,493.199000,4,ok
PRS88003121,Nonfinancial Corporations | Employees | Unit nonlabor costs | % Change same quarter 1 year ago | Seasonal Adjusted,1980,61.700000,4,ok
PRS88003122,Nonfinancial Corporations | Employees | Unit nonlabor costs | % Change from previous quarter | Seasonal Adjusted,1974,74.200000,4,ok
PRS88003123,Nonfinancial Corporations | Employees | Unit nonlabor costs | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,463.238000,4,ok
PRS88003131,Nonfinancial Corporations | Employees | Unit nonlabor payments | % Change same quarter 1 year ago | Seasonal Adjusted,1975,64.400000,4,ok
PRS88003132,Nonfinancial Corporations | Employees | Unit nonlabor payments | % Change from previous quarter | Seasonal Adjusted,1975,65.000000,4,ok
PRS88003133,Nonfinancial Corporations | Employees | Unit nonlabor payments | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,534.529000,4,ok
PRS88003141,Nonfinancial Corporations | Employees | Value-added output price deflator | % Change same quarter 1 year ago | Seasonal Adjusted,1975,38.800000,4,ok
PRS88003142,Nonfinancial Corporations | Employees | Value-added output price deflator | % Change from previous quarter | Seasonal Adjusted,1974,46.000000,4,ok
PRS88003143,Nonfinancial Corporations | Employees | Value-added output price deflator | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,510.303000,4,ok
PRS88003151,Nonfinancial Corporations | Employees | Real hourly compensation | % Change same quarter 1 year ago | Seasonal Adjusted,2020,26.100000,4,ok
PRS88003152,Nonfinancial Corporations | Employees | Real hourly compensation | % Change from previous quarter | Seasonal Adjusted,2020,34.500000,4,ok
PRS88003153,Nonfinancial Corporations | Employees | Real hourly compensation | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,442.730000,4,ok
PRS88003161,Nonfinancial Corporations | Employees | Output per worker | % Change same quarter 1 year ago | Seasonal Adjusted,1950,34.800000,4,ok
PRS88003162,Nonfinancial Corporations | Employees | Output per worker | % Change from previous quarter | Seasonal Adjusted,1950,42.200000,4,ok
PRS88003163,Nonfinancial Corporations | Employees | Output per worker | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,463.624000,4,ok
PRS88003171,Nonfinancial Corporations | Employees | Labor share | % Change same quarter 1 year ago | Seasonal Adjusted,2020,12.300000,4,ok
PRS88003172,Nonfinancial Corporations | Employees | Labor share | % Change from previous quarter | Seasonal Adjusted,1953,18.800000,4,ok
PRS88003173,Nonfinancial Corporations | Employees | Labor share | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2001,446.900000,4,ok
PRS88003181,Nonfinancial Corporations | Employees | Profits | % Change same quarter 1 year ago | Seasonal Adjusted,2021,176.500000,4,ok
PRS88003182,Nonfinancial Corporations | Employees | Profits | % Change from previous quarter | Seasonal Adjusted,2020,313.500000,4,ok
PRS88003183,Nonfinancial Corporations | Employees | Profits | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,865.346000,4,ok
PRS88003191,Nonfinancial Corporations | Employees | Unit profits | % Change same quarter 1 year ago | Seasonal Adjusted,2021,123.500000,4,ok
PRS88003192,Nonfinancial Corporations | Employees | Unit profits | % Change from previous quarter | Seasonal Adjusted,2002,259.900000,4,ok
PRS88003193,Nonfinancial Corporations | Employees | Unit profits | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,691.379000,4,ok
PRS88003201,Nonfinancial Corporations | Employees | Unit combined input costs | % Change same quarter 1 year ago | Seasonal Adjusted,1974,49.200000,4,ok
PRS88003202,Nonfinancial Corporations | Employees | Unit combined input costs | % Change from previous quarter | Seasonal Adjusted,1974,58.400000,4,ok
PRS88003203,Nonfinancial Corporations | Employees | Unit combined input costs | Index (2017=100) | Seasonal Adjusted | Index base: 2017,2025,483.408000,4,ok
